word,machine,human,label
foray,yi kuskure,yi kuskure,NEGATIVE
ineffective,m,rashin tasiri,NEGATIVE
hide,ɓoye,ɓoye,NEGATIVE
worn,sawa,sawa,NEGATIVE
altruistically,yawanci,yawanci,POSITIVE
disinfection,disinfection,kore kwayoyin cuta,POSITIVE
savaged,savaged,wawa,NEGATIVE
sugarcoated,shan suga,jan hankali,NEGATIVE
fave,fave,zababbe,POSITIVE
shove,ture,ture,NEGATIVE
lapse,ɓata,ɓata,NEGATIVE
vengefulness,ramawa,ramawa,NEGATIVE
strengthened,ƙarfafa,ƙarfafa,POSITIVE
worthwhile,mai amfani,mai amfani,POSITIVE
informer,mai ba da labari,mai ba da labari,NEGATIVE
marrow,bargo,bargo,POSITIVE
blocking,tarewa,tarewa,NEGATIVE
dupe,dupe,damfara,NEGATIVE
unscrupulous,rashin ladabi,rashin ladabi,NEGATIVE
cleanliness,tsafta,tsafta,POSITIVE
relinquish,sallama,sallama,NEGATIVE
catheter,catheter,bututun zuke ruwa daga ciki ko mafitsara,NEGATIVE
cater,shirya,shirya,POSITIVE
polluted,ƙazantu,gurbata,NEGATIVE
ruffle,ruffle,a hargitse,NEGATIVE
chilling,chilling,shakatawa,NEGATIVE
quinine,quinine,saiwar maganin maleriya,POSITIVE
grandmother,kaka,kaka,POSITIVE
procrastinate,jinkirta,jinkirta,NEGATIVE
fatiguing,gajiya,gajiya,NEGATIVE
engaging,shiga,shiga,POSITIVE
accurately,daidai,daidai,POSITIVE
hilarious,mai ban dariya,mai ban dariya,POSITIVE
staunchness,dagewa,dagewa,POSITIVE
annoyingly,mai ban haushi,cikin ban haushi,NEGATIVE
godless,marasa tsoron Allah,marasa tsoron Allah,NEGATIVE
retardation,jinkiri,jinkiri,NEGATIVE
loathsome,abin ƙyama,abin ƙyama,NEGATIVE
abrasive,shafe-shafe,shafe-shafe,NEGATIVE
savvy,savvy,kwatanta adalci,POSITIVE
outstrip,wucewa,wucewa,POSITIVE
petroleum,man fetur,man fetur,NEGATIVE
miseries,miseries,kunci,NEGATIVE
foolproof,wawa,wawa,POSITIVE
muck,tsutsa,tsutsa,NEGATIVE
doldrums,doldrums,damuwa,NEGATIVE
empower,karfafawa,karfafawa,POSITIVE
halcyon,halcyon,abin murna,POSITIVE
indelicate,rashin lafiya,rashin lafiya,NEGATIVE
pointedly,a hankali,a hankali,POSITIVE
disabling,kashewa,mai kasawa,NEGATIVE
eminent,mashahuri,mashahuri,POSITIVE
incongruous,mara kyau,mara kyau,NEGATIVE
fuking,fuking,shanawa,NEGATIVE
visit,ziyarci,ziyarci,POSITIVE
petrify,karawa,karawa,NEGATIVE
garnet,garnet,karo,POSITIVE
contour,kwane -kwane,kwane -kwane,POSITIVE
survivor,mai tsira,mai tseratarwa,POSITIVE
destains,yana jira,yana  jira,NEGATIVE
biopsy,biopsy,cire wani sashin na jiki,NEGATIVE
smoothes,gyara,ya goge,POSITIVE
glitter,kyalkyali,kyalkyali,POSITIVE
invasive,cin zali,cin zali,NEGATIVE
sedition,fitina,fitina,NEGATIVE
truthfulness,gaskiya,gaskiya,POSITIVE
vermin,kwari,kwari,NEGATIVE
protects,karewa,yana  kare,POSITIVE
untruthful,mara gaskiya,mara gaskiya,NEGATIVE
apology,uzuri,uzuri,POSITIVE
myth,tatsuniya,tatsuniya,NEGATIVE
enraging,bacin rai,bacin rai,NEGATIVE
dolorous,cin gindi,cin gindi,NEGATIVE
significance,muhimmanci,muhimmanci,POSITIVE
inconsequently,mara ma'ana,mara ma'ana,NEGATIVE
stuck,makale,makale,NEGATIVE
orphan,maraya,maraya,NEGATIVE
opaque,opaque,dishi-dishi,NEGATIVE
forswear,kayan kwalliya,kayan kwalliya,NEGATIVE
ridiculous,ba'a,mai ban dariya,NEGATIVE
faulty,karkatattu,karkatattu,NEGATIVE
soak,jiƙa,jiƙa,NEGATIVE
main,babba,babba,POSITIVE
dissatisfied,rashin gamsuwa,rashin gamsuwa,NEGATIVE
improvement,kyautatawa,kyautatawa,POSITIVE
entitled,mai suna,mai suna,POSITIVE
ambiguity,shubuha,shubuha,NEGATIVE
infuriates,tsokana,ya na tsokana,NEGATIVE
screamed,kururuwa,kururuwa,NEGATIVE
heft,heft,dagawa,POSITIVE
violation,take hakki,take hakki,NEGATIVE
interlocutory,masu hulda da juna,masu hulda da juna,POSITIVE
sickness,ciwo,ciwo,NEGATIVE
falsify,gurbata,gurbata,NEGATIVE
tin-y,tin-y,kankani,NEGATIVE
horizon,sararin sama,sararin sama,POSITIVE
aggravate,tsananta,tsananta,NEGATIVE
pitied,tausayi,tauasaya,NEGATIVE
overheat,zafi fiye da kima,zafi fiye da kima,NEGATIVE
physiology,ilimin lissafi,ilimin lissafi,POSITIVE
attest,shaida,shaida,POSITIVE
sturdier,mai ƙarfi,mai ƙarfi,POSITIVE
regreted,nadama,nadama,NEGATIVE
unforeseen,tsautsayi,tsautsayi,NEGATIVE
wrench,baƙin ciki,baƙin ciki,NEGATIVE
calumnious,maimaitawa,maimaitawa,NEGATIVE
soundness,lafiya,lafiya,POSITIVE
thumbs-up,babban yatsu,almar gamsuwa,POSITIVE
yawn,hamma,hamma,NEGATIVE
sprightly,a fili,a fili,POSITIVE
scared,tsorace,tsorace,NEGATIVE
sneer,yi izgili,yi izgili,NEGATIVE
reasonable,mai hankali,mai hankali,POSITIVE
recommend,bada shawara,bada shawara,POSITIVE
hedge,shinge,shinge,NEGATIVE
cheapest,mafi arha,mafi arha,POSITIVE
graciousness,alheri,alheri,POSITIVE
demolition,rushewa,rushewa,NEGATIVE
child,yaro,yaro,POSITIVE
prodigal,mazinaci,mazinaci,NEGATIVE
contentment,wadatar zuci,wadatar zuci,POSITIVE
harlot,karuwa,karuwa,NEGATIVE
entrapment,kamawa,kamawa,NEGATIVE
diversified,daban-daban,mabambanta,POSITIVE
audacious,m,mai bajinta,POSITIVE
fortuitous,mai yawan amfani,mai yawan amfani,POSITIVE
meticulous,mai yawan hankali,mai yawan hankali,POSITIVE
whips,bulala,bulala,NEGATIVE
penitentiary,gidan yari,gidan yari,NEGATIVE
disturbs,damuwa,yana damuwa,NEGATIVE
realistic,idon basira,idon basira,POSITIVE
hospitality,liyãfa,kara,POSITIVE
groundbreaking,fasa ƙasa,farawa,POSITIVE
harrow,harrow,mai bakin ciki,NEGATIVE
maniacal,maniacal,tabin kwakwalwa,NEGATIVE
landed,sauka,sauka,POSITIVE
restores,mayar,mayar,POSITIVE
jubilate,jubilate,farin ciki,POSITIVE
detest,ƙyama,ƙyama,NEGATIVE
bumped,kara,kara,NEGATIVE
inexpiable,wanda ba zai yiwu ba,wanda ba zai yiwu ba,NEGATIVE
nurse,m,ma'aikaciyar jiyya,POSITIVE
divested,juye,juye,NEGATIVE
disabled,naƙasassu,nakasashshe,NEGATIVE
diatribes,kayan abinci,kayan abinci,NEGATIVE
loves,yana kauna,yana so,POSITIVE
issue,fitowar,batu,NEGATIVE
hegemonism,mulkin mallaka,mulkin mallaka,NEGATIVE
mistrustfully,rashin amana,rashin amana,NEGATIVE
fluent,m,mai iya zance,POSITIVE
destroy,halaka,halaka,NEGATIVE
discomfit,rashin dacewa,rashin dacewa,NEGATIVE
bait,koto,koto,NEGATIVE
disquietingly,cikin damuwa,cikin damuwa,NEGATIVE
scuff,scuff,shafawa,NEGATIVE
sucky,mugu,mugu,NEGATIVE
lackeys,lackeys,ya na bauta,NEGATIVE
rend,rend,tarwatsa wani abu,NEGATIVE
realizable,realizable,ankararre,POSITIVE
aphid,aphid,kwari masu santsin jiki,NEGATIVE
awfulness,rashin tsoro,rashin tsoro,NEGATIVE
gleeful,m,mai murna,POSITIVE
danger,hadari,hadari,NEGATIVE
nihilism,nihilism,kin yarda da tarbiyyar addinai,NEGATIVE
rough,m,rashin tsari,NEGATIVE
dislikes,baya so,baya so,NEGATIVE
uneventful,m,rashin daidaituwa,NEGATIVE
glare,haske,haske,NEGATIVE
acridness,acridness,rashin dadi,NEGATIVE
dismayingly,cikin damuwa,cikin damuwa,NEGATIVE
flagship,taken,taken,POSITIVE
fuck,fuck,ci gindi,NEGATIVE
gullible,m,mara fahimta,NEGATIVE
assassination,kisan kai,kisan kai,NEGATIVE
damages,diyya,diyya,NEGATIVE
gains,samu,yana samu,POSITIVE
neatly,da kyau,da kyau,POSITIVE
brainy,mai hankali,mai hankali,POSITIVE
agitated,tashin hankali,tashin hankali,NEGATIVE
constitutional,tsarin mulki,tsarin mulki,POSITIVE
rosy,Rosy,mai kyan gani,POSITIVE
obi,abin,damara,NEGATIVE
burden,nauyi,nauyi,NEGATIVE
trample,tattaka,tattaka,NEGATIVE
church,coci,coci,POSITIVE
rapt,fyaɗe,maida hankali,POSITIVE
colorful,m,mai launi,POSITIVE
surveying,binciken,binciken,POSITIVE
satisfied,gamsu,gamsu,POSITIVE
unconstitutional,rashin bin tsarin mulki,rashin bin tsarin mulki,NEGATIVE
unorthodoxy,unorthodoxy,sabawa,NEGATIVE
sage,mai hikima,mai hikima,POSITIVE
powerless,mara ƙarfi,mara ƙarfi,NEGATIVE
chill,huce,sanyi,NEGATIVE
prohibition,haramta,haramta,NEGATIVE
backwood,koma baya,koma baya,NEGATIVE
marvelled,yi mamakin,yi mamakin,POSITIVE
detesting,ƙyama,ƙyama,NEGATIVE
prospects,masu yiwuwa,yana fata,POSITIVE
expectation,tsammanin,tsammanin,POSITIVE
hardier,mawuyacin hali,mawuyacin hali,POSITIVE
nerves,jijiyoyi,jijiyoyi,NEGATIVE
stealing,sata,sata,NEGATIVE
repugnance,ƙyama,ƙyama,NEGATIVE
restitution,ramuwa,ramuwa,POSITIVE
helper,mataimaki,mataimaki,POSITIVE
dejection,ƙin yarda,ƙin yarda,NEGATIVE
made-up,sanya-up,hadawa,NEGATIVE
lonesome,kadaici,kadaici,NEGATIVE
jokes,barkwanci,barkwanci,POSITIVE
flair,flair,baiwar iya abu,NEGATIVE
gentle,m,nutsatstse,POSITIVE
affiliated,alaƙa,alaƙa,POSITIVE
bawdy,bawdy,batsa,NEGATIVE
overact,wuce gona da iri,wuce gona da iri,NEGATIVE
incomparable,mara misaltuwa,mara misaltuwa,NEGATIVE
daring,tsoro,tsoro,POSITIVE
ingenious,wayo,wayo,POSITIVE
peck,peck,tsakuri,POSITIVE
scholarship,,tallafin karatu,POSITIVE
gag,gag,zugi,NEGATIVE
mirthful,mai farin ciki,mai farin ciki,POSITIVE
acuity,acuity,mai gani tar-tar,POSITIVE
purely,zalla,zalla,POSITIVE
intense,mai tsanani,mai tsanani,NEGATIVE
case,hali,hali,NEGATIVE
enthusiastically,da farin ciki,himmatuwa,POSITIVE
sporadic,lokaci-lokaci,lokaci-lokaci,NEGATIVE
spiteful,m,maketaci,NEGATIVE
interlude,interlude,tsakani,POSITIVE
gush,gush,bubbugowa,NEGATIVE
infuriate,fusata,fusata,NEGATIVE
insightful,mai hankali,mai hankali,POSITIVE
mishandle,mishandle,wasarere,NEGATIVE
shrilly,shrilly,yin shashsheka,NEGATIVE
physique,jiki,jiki,POSITIVE
layoff-happy,layoff-farin ciki,layoff-farin ciki,NEGATIVE
litigious,takaddama,takaddama,NEGATIVE
allegations,zargi,zargi,NEGATIVE
sneaking,zamewa,zamewa,NEGATIVE
drowsiness,bacci,bacci,NEGATIVE
disadvantageous,rashin amfani,rashin amfani,NEGATIVE
exquisite,dadi,dadi,POSITIVE
slicker,slicker,mafi santsi,POSITIVE
loomed,loomed,bayyana,NEGATIVE
tenacious,m,kankamewa,POSITIVE
traps,tarkuna,tarkuna,NEGATIVE
spook,yaji,razana,NEGATIVE
plodding,shiryawa,shiryawa,NEGATIVE
worthlessness,rashin amfani,rashin amfani,NEGATIVE
impropriety,rashin dacewa,rashin dacewa,NEGATIVE
hut,bukka,bukka,POSITIVE
rectifying,gyara,gyara,POSITIVE
insolvent,biya,biya,NEGATIVE
boisterous,tsawa,tsawa,NEGATIVE
testily,testily,a gwaje,NEGATIVE
attendant,mai hidima,mai hidima,POSITIVE
marvels,abubuwan al'ajabi,abubuwan al'ajabi,POSITIVE
squash,squash,takurawa,NEGATIVE
cabal,cabal,gungu,NEGATIVE
bust,fasa,fasa,NEGATIVE
deny,ƙaryatãwa,ƙaryatãwa,NEGATIVE
penal,azaba,azaba,NEGATIVE
consolable,jaje,jaje,POSITIVE
debasement,lalacewa,lalacewa,NEGATIVE
gouge,goge,kashe kashe,NEGATIVE
fungus,naman gwari,naman gwari,NEGATIVE
utterly,gaba ɗaya,gaba ɗaya,NEGATIVE
console,na'ura wasan bidiyo,masarrafin na'ura,POSITIVE
undocumented,ba a rubuta shi ba,ba a rubuta shi ba,NEGATIVE
permission,izni,izni,POSITIVE
clear-cut,bayyananniya,bayyananne,POSITIVE
capriciously,duwawu,duwawu,NEGATIVE
illegible,rashin iya karantawa,rashin iya karantawa,NEGATIVE
one-sided,mai gefe daya,mai gefe daya,NEGATIVE
midwifery,ungozoma,ungozoma,POSITIVE
dizzing,dizzing,sa mamaki,NEGATIVE
impart,ba da,ba da,POSITIVE
conspiracies,makirci,makirci,NEGATIVE
deplete,ya cika,ya cika,NEGATIVE
ambassador,jakadiya,Jakada,POSITIVE
fag,fag,abin ashsha,NEGATIVE
unreliable,abin dogaro,rashin dogaro,NEGATIVE
deduct,cire,cire,NEGATIVE
generous,karimci,mai kyuata,POSITIVE
stun,yi mamaki,yi mamaki,NEGATIVE
immaculate,m,tsaf-tsaf,POSITIVE
overburden,yi nauyi,yi nauyi,NEGATIVE
grinding,nika,nika,NEGATIVE
clarifies,bayyana,bayyana,POSITIVE
emir,sarki,sarki,POSITIVE
tolerable,mai haƙuri,mai haƙuri,POSITIVE
incompleteness,rashin cikawa,rashin cikawa,NEGATIVE
assuring,tabbatar,tabbatar,POSITIVE
cuckold,cuckold,mijin kwartuwa,NEGATIVE
bother,damu,damu,NEGATIVE
misleading,mai yaudara,mai yaudara,NEGATIVE
demise,rasuwa,rasuwa,NEGATIVE
ignorance,rashin sani,rashin sani,NEGATIVE
crippling,gurgunta,gurgunta,NEGATIVE
white,fari,fari,POSITIVE
sermonize,wa'azi,wa'azi,NEGATIVE
foresight,hangen nesa,hangen nesa,POSITIVE
drainage,magudanar ruwa,magudanar ruwa,NEGATIVE
widowed,bazawara,bazawara,NEGATIVE
scandel,abin kunya,abin kunya,NEGATIVE
prickly,prickly,daukar alhaki,NEGATIVE
propitious,mai ladabi,mai ladabi,POSITIVE
inspire,wahayi,taba ruhi,POSITIVE
provocative,tsokana,tsokana,NEGATIVE
girder,girder,karfe mai tsatsa,POSITIVE
frigging,friging,jaddawa,NEGATIVE
irrecoverably,wanda ba zai iya magancewa ba,wanda ba zai iya magancewa ba,NEGATIVE
swindles,zamba,yana zamba,NEGATIVE
abort,zubar da ciki,zubar da ciki,NEGATIVE
son-of-a-bitch,dan-wata-karuwa,dan karuwa,NEGATIVE
removal,kau,kawarwa,NEGATIVE
damnit,la'anta,tir,NEGATIVE
enrapt,zana,zana,POSITIVE
molestation,tsangwama,tsangwama,NEGATIVE
fastest,fi sauri,matukar sauri,POSITIVE
boring,m,mai gundura,NEGATIVE
certain,tabbata,tabbata,POSITIVE
breakdown,fashewa,rarraba,NEGATIVE
wench,jin zafi,jin zafi,NEGATIVE
infest,infest,magance,NEGATIVE
leaky,malala,malala,NEGATIVE
refuses,ya ƙi,ya/ta ki,NEGATIVE
inescapable,wanda ba zai yiwu ba,wanda ba zai yiwu ba,NEGATIVE
narrower,kunkuntar,mai takurewa,NEGATIVE
interested,mai sha'awa,mai sha'awa,POSITIVE
esprit,esprit,tabbatar rayuwa,POSITIVE
babble,babble,surutu mara ma'ana,NEGATIVE
ludicrously,dayanar,cikin annashuwa,NEGATIVE
brazenness,brazenness,rashin kunya,NEGATIVE
undetermined,ba a tantance ba,ba a tantance ba,NEGATIVE
perfunctory,abin aiki,abin aiki,NEGATIVE
disapproval,rashin yarda,rashin yarda,NEGATIVE
feud,rigima,rigima,NEGATIVE
disingenuous,disingenuous,mara kyauta,NEGATIVE
stabbed,soka,soka,NEGATIVE
panache,damuwa,damuwa,POSITIVE
damper,damper,cikas,NEGATIVE
improved,inganta,inganta,POSITIVE
durable,m,jurarre,POSITIVE
uproot,jijiya,jijiya,NEGATIVE
harried,haryana,haryana,NEGATIVE
calms,ya nutsu,ya nutsu,POSITIVE
applaud,tafi,tafi,POSITIVE
ferociously,cikin hanzari,cikin hanzari,NEGATIVE
back-wood,baya-itace,kurar baya,NEGATIVE
nurturing,nurtarwa,kulawa,POSITIVE
musical,m,na kida,POSITIVE
terrible,mummunan,mummunan,NEGATIVE
heartbroken,zuciya ta karye,Karya zuciya,NEGATIVE
picketing,kayan cin abinci,kayan cin abinci,NEGATIVE
troublesomely,matsala,matsala,NEGATIVE
extort,kwace,kwace,NEGATIVE
frail,m,rauni,NEGATIVE
vampire,vampire,masha jini,NEGATIVE
awkward,m,mai wuyar sha'ani,NEGATIVE
hotbeds,wuraren zafi,wurare masu  matsaloli,NEGATIVE
terrorist,'yan ta'adda,'yan ta'adda,NEGATIVE
fascinating,m,abin burgewa,POSITIVE
beware,yi hattara,yi hattara,NEGATIVE
diligent,mai ƙwazo,mai ƙwazo,POSITIVE
insensitive,rashin hankali,rashin hankali,NEGATIVE
awarded,bayarwa,samun kyautar girma,POSITIVE
leaking,yayyo,yoyo,NEGATIVE
relaxation,shakatawa,shakatawa,POSITIVE
utopian,utopian,na sabon muhallin a'lumma,POSITIVE
perfection,kamala,cika,POSITIVE
manna,manna,abin kasaita,POSITIVE
dictatorship,mulkin kama -karya,mulkin kama -karya,NEGATIVE
dissatisfies,rashin gamsuwa,rashin gamsuwa,NEGATIVE
soldier,soja,soja,POSITIVE
jaundiced,jaundiced,kyashi,NEGATIVE
masterful,gwaninta,gwaninta,POSITIVE
cares,kulawa,ya kula,POSITIVE
amazing,ban mamaki,ban mamaki,POSITIVE
chintzy,sabarini,sabarini,NEGATIVE
controversially,mai rikitarwa,mai rikitarwa,NEGATIVE
congrats,taya murna,taya murna,POSITIVE
possess,mallaka,mallaka,POSITIVE
consternation,damuwa,damuwa,NEGATIVE
corrupted,gurbace,gurbace,NEGATIVE
staring,kallo,kallo,NEGATIVE
expand,fadada,fadada,POSITIVE
prevaricate,prevaricate,surutai maras kan gado,NEGATIVE
frightening,tsoratarwa,tsoratarwa,NEGATIVE
alimentation,alimentation,cimaka,POSITIVE
inconsequent,mara ma'ana,mara ma'ana,NEGATIVE
allow,ba da izini,ba da izini,POSITIVE
untidy,rashin tsari,rashin tsari,NEGATIVE
misplaced,inda bai dace ba,bata,NEGATIVE
painful,mai raɗaɗi,mai raɗaɗi,NEGATIVE
avoids,kauce,yana kaucewa,NEGATIVE
endless,mara iyaka,mara iyaka,POSITIVE
ugly,mara kyau,mummuna,NEGATIVE
consonant,baƙaƙe,baƙaƙe,POSITIVE
interminable,m,mara iyaka,NEGATIVE
grudge,fushi,fushi,NEGATIVE
misgivings,misgivings,kokwanto,NEGATIVE
villainously,mara kyau,mara kyau,NEGATIVE
obtainable,wanda za'a iya samu,wanda za'a iya samu,POSITIVE
nuisance,fitina,fitina,NEGATIVE
lick,lasa,lasa,NEGATIVE
fainting,suma,suma,NEGATIVE
autocratic,mulkin kai,mulkin kai,NEGATIVE
patiently,da haƙuri,da haƙuri,POSITIVE
fraudulence,zamba,zamba,NEGATIVE
edict,doka,doka,NEGATIVE
broken-hearted,karyayyar zuciya,karyayyar zuciya,NEGATIVE
sharply,kaifa,kaifa,NEGATIVE
stagnate,dagewa,dagewa,NEGATIVE
misconception,rashin fahimta,rashin fahimta,NEGATIVE
stillness,kwanciyar hankali,kwanciyar hankali,POSITIVE
irrepressible,wanda ba a iya tantancce,wanda ba a iya tantancce,NEGATIVE
delights,ni'ima,yana murna,POSITIVE
debris,tarkace,tarkace,NEGATIVE
tasteless,m,mara dandano,NEGATIVE
disturbingly,damuwa,damuwa,NEGATIVE
potency,iko,iko,POSITIVE
witchcraft,maita,maita,NEGATIVE
desired,ake so,ake so,POSITIVE
chatter,hira,hira,NEGATIVE
infallible,ma'asumi,ma'asumi,POSITIVE
rigorous,m,mai taurin kai,NEGATIVE
infallibility,rashin kuskure,rashin kuskure,POSITIVE
lascivious,lasoshi,jarababbe,NEGATIVE
indiscreetly,ba tare da gajiyawa ba,ba tare da gajiyawa ba,NEGATIVE
dreary,mai ban tsoro,mai ban tsoro,NEGATIVE
gimmicked,cikawa,koma baya,NEGATIVE
brisk,brisk,karsashi,POSITIVE
titillatingly,tsautsayi,sanya sha'awa,POSITIVE
engulf,tsunduma,tsunduma,NEGATIVE
misguide,ɓata,ɓata,NEGATIVE
lucky,sa'a,sa'a,POSITIVE
hemorrhage,zubar jini,zubar jini,NEGATIVE
deceiving,yaudara,yaudara,NEGATIVE
morbid,m,mara dadi,NEGATIVE
retards,koma baya,koma baya,NEGATIVE
hangman,mai rataya,mai rataya,NEGATIVE
quell,kashe,kashe,NEGATIVE
hoot,zafi,zafi,NEGATIVE
dawdle,dawdle,bata lokaci,NEGATIVE
infernal,na ciki,na ciki,NEGATIVE
fuming,fuming,hayaki,NEGATIVE
befitting,dacewa,dacewa,POSITIVE
harmonious,jitu,jitu,POSITIVE
womb,ciki,ciki,POSITIVE
alluringly,alluringly,cikin jan hankali,POSITIVE
ejaculation,fitar maniyyi,fitar maniyyi,POSITIVE
disappeared,bace,bace,NEGATIVE
rotflmfao,rotflmfao,kyakayta dariya,POSITIVE
incredibly,mai wuce yarda,mai wuce yarda,POSITIVE
hooligans,yan iska,yan iska,NEGATIVE
diabolic,mai narkewa,mai narkewa,NEGATIVE
straits,masifa,masifa,NEGATIVE
refuting,karyatawa,karyatawa,NEGATIVE
tarry,jira,jira,NEGATIVE
apologises,yi hakuri,yana afuwa,NEGATIVE
indelible,wanda ba ya karewa,wanda ba ya sauyuwa,POSITIVE
unspecified,ba a tantance ba,ba a tantance ba,NEGATIVE
sun,rana,rana,POSITIVE
puzzling,m,mai daure kai,NEGATIVE
befriend,abota,abota,POSITIVE
rational,m,dacewa,POSITIVE
petty,karama,karama,NEGATIVE
collectively,tare,tare,POSITIVE
special,na musamman,na musamman,POSITIVE
brainless,mara kwakwalwa,mara kwakwalwa,NEGATIVE
sincerely,da gaske,da gaske,POSITIVE
hells,jahannama,jahannama,NEGATIVE
committed,aikata,aikata,POSITIVE
smitten,cinyewa,kamawa,POSITIVE
undaunted,undaunted,tsayin daka,POSITIVE
coronation,nadin sarauta,nadin sarauta,POSITIVE
propagandize,farfaganda,farfaganda,NEGATIVE
effectiveness,tasiri,tasiri,POSITIVE
diatribe,diatribe,kalaman batanci,NEGATIVE
blaze,wuta,wuta,NEGATIVE
besiege,kewaye shi,kewaye,NEGATIVE
contradict,musu,musu,NEGATIVE
over-balanced,kan-daidaita,kan-daidaita,NEGATIVE
default,tsoho,tsoho,NEGATIVE
saturated,m,mai danshi,NEGATIVE
humility,tawali'u,tawali'u,POSITIVE
examination,jarrabawa,jarrabawa,NEGATIVE
insanely,rashin hankali,rashin hankali,NEGATIVE
cocksuckers,zakara,yan wofi,NEGATIVE
accomplishment,yi,yi,POSITIVE
idiot,wawa,wawa,NEGATIVE
thorny,ƙaya,ƙaya,NEGATIVE
manic,rashin lafiya,rashin lafiya,NEGATIVE
pestilence,annoba,annoba,NEGATIVE
demand,nema,nema,NEGATIVE
foregoing,baya,abinda ya gabata,POSITIVE
groundwork,aikin ƙasa,aikin ƙasa,POSITIVE
terrorizes,ta'addanci,yana firgita,NEGATIVE
unsophisticated,mara wayewa,mara wayewa,NEGATIVE
screams,kururuwa,kururuwa,NEGATIVE
repellent,m,abin ki,NEGATIVE
innocently,marar laifi,marar laifi,POSITIVE
unhelpful,mara taimako,mara taimako,NEGATIVE
jump,tsalle,tsalle,POSITIVE
dauntless,mara tsoro,mara tsoro,POSITIVE
darkest,mafi duhu,mafi duhu,NEGATIVE
inevitable,makawa,mara makawa,NEGATIVE
attacks,hare-hare,hare-hare,NEGATIVE
obedience,biyayya,biyayya,POSITIVE
unbelievable,kafiri,wanda ba a yi imani da shi ba,NEGATIVE
persecuted,tsananta,tsananta,NEGATIVE
heroics,jarumtaka,jarumtaka,POSITIVE
forefathers,magabata,magabata,POSITIVE
brains,kwakwalwa,kwakwalwa,POSITIVE
hemorrhoids,basur,basur,NEGATIVE
reckless,m,ko-in-kula,NEGATIVE
interrupted,katse shi,katse,NEGATIVE
stridently,atamfa,a karfafe,NEGATIVE
siege,kewayewa,kewayewa,NEGATIVE
confiscate,kwace,kwace,NEGATIVE
overrated,overrated,kambamawa,NEGATIVE
spewed,kwarara,kwarara,NEGATIVE
dissembler,mai rarrabawa,mai rarrabawa,NEGATIVE
moot,moot,taso da wata magana,NEGATIVE
time-honored,lokaci-girmama,abin girmamawa,POSITIVE
misbehaving,misbehaving,yin shirme,NEGATIVE
wrestle,kokawa,kokawa,NEGATIVE
thundering,tsawa,tsawa,NEGATIVE
stately,mai mutunci,mai mutunci,POSITIVE
defending,karewa,karewa,POSITIVE
niggles,niggles,ya dami,NEGATIVE
alienated,bare,bare,NEGATIVE
incest,lalata,lalata,NEGATIVE
acrimoniously,akashimurarin,zafin rai,NEGATIVE
obsessiveness,muguwar magana,damuwa,NEGATIVE
bothers,damuwa,yana  damuwa,NEGATIVE
shaking,girgiza,girgiza,NEGATIVE
zealots,masu kishin addini,masu kishin addini,NEGATIVE
ingrate,ingrate,mara godiya,NEGATIVE
stools,stool,kujeru,NEGATIVE
recline,kwanciya,kwanciya,POSITIVE
sagging,sagging,yin kasa,NEGATIVE
building,gini,gini,POSITIVE
brotherly,dan uwa,dan uwa,POSITIVE
erratum,erratum,tuntuben alkalami,NEGATIVE
convience,yarda,yarda,POSITIVE
motley,motley,matattara,NEGATIVE
sentences,jimloli,jimloli,NEGATIVE
thief,barawo,barawo,NEGATIVE
splendid,m,mai kyan gaske,POSITIVE
unfulfilled,bai cika ba,bai cika ba,NEGATIVE
muff,muff,wauta,NEGATIVE
top-notch,saman-daraja,saman-daraja,POSITIVE
prudence,hankali,hankali,POSITIVE
cunt,al'aura,al'aura,NEGATIVE
infringement,ƙeta,ƙeta,NEGATIVE
abductions,sacewa,sacewa,NEGATIVE
confrontational,adawa,adawa,NEGATIVE
tenaciously,farwaji,kankanmewa,POSITIVE
cons,fursunoni,fursunoni,NEGATIVE
noob,noob,mara kwarewa,NEGATIVE
courage,ƙarfin hali,ƙarfin hali,POSITIVE
mildew,mildew,funfuna,NEGATIVE
farcically,farcically,halin ko-in-kula,NEGATIVE
inhibit,hana,hana,NEGATIVE
hypocrites,munafukai,munafukai,NEGATIVE
whine,kuka,kuka,NEGATIVE
tease,zolayar,zolayar,NEGATIVE
contaminates,gurɓata,gurɓata,NEGATIVE
enflame,enflame,cinna wuta,NEGATIVE
vaccine,allurar rigakafi,allurar rigakafi,POSITIVE
needless,mara bukata,mara bukata,NEGATIVE
flakey,flakey,mai matukar kankanta,NEGATIVE
unsteadiness,rashin kwanciyar hankali,rashin kwanciyar hankali,NEGATIVE
kidnap,sacewa,satar mutum,NEGATIVE
get-rich,samu-arziki,samu-arziki,NEGATIVE
rightfully,daidai,daidai,POSITIVE
troubled,damu,damu,NEGATIVE
dinky,dinky,dan karami,NEGATIVE
addict,shan tabar wiwi,kamuwa,NEGATIVE
furor,furor,zaburar al'uma,NEGATIVE
commitment,sadaukarwa,sadaukarwa,POSITIVE
diamond,lu'u-lu'u,lu'u-lu'u,POSITIVE
peculiarity,peculiarity,kebancewa,POSITIVE
innocence,rashin laifi,rashin laifi,POSITIVE
bombed,bam,bam,NEGATIVE
revocation,sokewa,sokewa,NEGATIVE
infringements,ƙeta,ƙeta,NEGATIVE
career,sana'a,aiki,POSITIVE
